fid,ft_act_2week_work_active_period_ls_hour0_4,ft_act_month_rest_active_period_ls_hour0_4,ft_act_month_work_active_period_ls_hour0_4,ft_app_act_30d_allcate_cnt,ft_app_act_30d_allcate_days,ft_app_act_30d_allcate_times,ft_app_act_30d_debit_credit_cnt,ft_app_act_30d_debit_credit_days,ft_app_act_30d_debit_credit_times,ft_app_act_30d_game_days_avg,ft_app_act_30d_live_days,ft_app_act_30d_live_times,ft_app_act_30d_messaging_social_days,ft_app_act_30d_messaging_social_times,ft_app_act_30d_micro_loan_cnt,ft_app_act_30d_micro_loan_days,ft_app_act_30d_micro_loan_times,ft_app_act_30d_office_business_days,ft_app_act_30d_photo_cnt_m_rate,ft_app_act_30d_photo_days,ft_app_act_30d_photo_times,ft_app_act_30d_short_video_cnt_m_rate,ft_app_act_30d_short_video_days,ft_app_act_30d_short_video_times,ft_app_ins_bank_cnt_rate,ft_app_ins_current_bank_cnt,ft_app_ins_current_child_rearing_cnt,ft_app_ins_current_credit_card_cnt,ft_app_ins_current_debit_credit_cnt,ft_app_ins_current_debit_credit_cnt_cv,ft_app_ins_current_debit_credit_cnt_m_rate,ft_app_ins_current_discounts_cnt,ft_app_ins_current_examination_cnt,ft_app_ins_current_finance_cnt,ft_app_ins_current_finance_cnt_cv,ft_app_ins_current_finance_cnt_m_rate,ft_app_ins_current_fitness_cnt,ft_app_ins_current_fitness_cnt_m_rate,ft_app_ins_current_game_cnt,ft_app_ins_current_imei_alter_cnt,ft_app_ins_current_invest_cnt,ft_app_ins_current_life_casual_cnt,ft_app_ins_current_live_cnt,ft_app_ins_current_lottery_cnt,ft_app_ins_current_malicious_cnt,ft_app_ins_current_market_cnt,ft_app_ins_current_messaging_social_cnt,ft_app_ins_current_micro_loan_cnt,ft_app_ins_current_news_reading_cnt,ft_app_ins_current_office_business_cnt,ft_app_ins_current_online_gamble_cnt,ft_app_ins_current_online_shopping_cnt,ft_app_ins_current_payment_cnt,ft_app_ins_current_photo_cnt,ft_app_ins_current_risk_cnt,ft_app_ins_current_short_video_cnt,ft_app_ins_current_shortterm_loan,ft_app_ins_current_travel_cnt,ft_app_ins_current_video_cnt,ft_app_ins_debit_credit_cnt_rate,ft_app_ins_finance_cnt_rate,ft_app_ins_history_bank_cnt,ft_app_ins_history_child_rearin_cnt,ft_app_ins_history_credit_card_cnt,ft_app_ins_history_debit_credit_cnt,ft_app_ins_history_discounts_cnt,ft_app_ins_history_examination_cnt,ft_app_ins_history_finance_cnt,ft_app_ins_history_fitness_cnt,ft_app_ins_history_gamble_cnt,ft_app_ins_history_game_cnt,ft_app_ins_history_imei_alter_cnt,ft_app_ins_history_insurance_cnt,ft_app_ins_history_invest_cnt,ft_app_ins_history_life_casual_cnt,ft_app_ins_history_live_cnt,ft_app_ins_history_lottery_cnt,ft_app_ins_history_market_cnt,ft_app_ins_history_messaging_social_cnt,ft_app_ins_history_micro_loan_cnt,ft_app_ins_history_money_management_cnt,ft_app_ins_history_news_reading_cnt,ft_app_ins_history_office_business_cnt,ft_app_ins_history_online_gamble_cnt,ft_app_ins_history_online_shopping_cnt,ft_app_ins_history_payment_cnt,ft_app_ins_history_photo_cnt,ft_app_ins_history_risk_cnt,ft_app_ins_history_short_video_cnt,ft_app_ins_history_shortterm_loan,ft_app_ins_history_shortterm_loan_m_rate,ft_app_ins_history_simulator_cnt,ft_app_ins_history_tally_cnt,ft_app_ins_history_travel_cnt,ft_app_ins_history_video_cnt,ft_app_ins_lottery_cnt_rate,ft_app_ins_micro_loan_cnt_rate,ft_app_ins_online_gamble_cnt_rate,ft_cross_ins_credit_ins_largest_cate_cnt,ft_cross_ins_wifilocating_tag_credit_card,ft_cross_lbs_4wr_act_cnt_app_4w_unins,ft_cross_tag_city_level1_housing_price,ft_cross_tag_city_level3_price,ft_cross_tag_city_level4_price,ft_dev_battery_all_30d_whole_allday_hours,ft_dev_battery_all_90d_whole_allday_hours,ft_dev_battery_charge_30d_weekday_allday_hours,ft_dev_battery_charge_30d_whole_allday_hours,ft_dev_battery_charge_90d_weekday_allday_hours,ft_dev_battery_charge_90d_weekend_allday_hours,ft_dev_battery_charge_90d_whole_allday_hours,ft_dev_battery_full_30d_weekday_allday_hours,ft_dev_battery_full_30d_weekend_allday_hours,ft_dev_battery_full_90d_weekday_allday_hours,ft_dev_battery_full_90d_weekend_allday_hours,ft_dev_battery_full_90d_whole_allday_hours,ft_dev_battery_use_30d_weekday_allday_hours,ft_dev_battery_use_30d_weekday_nighttime_hours,ft_dev_battery_use_30d_weekend_allday_hours,ft_dev_battery_use_30d_whole_allday_hours,ft_dev_battery_use_30d_whole_nighttime_hours,ft_dev_battery_use_90d_weekday_nighttime_hours,ft_dev_battery_use_90d_weekend_allday_hours,ft_dev_battery_use_90d_whole_allday_hours,ft_dev_battery_use_90d_whole_nighttime_hours,ft_dev_deprecia_price,ft_dev_ip_30d_weekday_closetime_cnt,ft_dev_ip_30d_weekday_nighttime_cnt,ft_dev_ip_30d_whole_nighttime_cnt,ft_dev_market_price,ft_dev_wifimac_30d_weekday_nighttime_cnt,ft_dev_wifimac_30d_weekday_nighttime_days,ft_dev_wifimac_30d_weekend_allday_cnt,ft_dev_wifimac_30d_whole_closetime_cnt,ft_dev_wifimac_30d_whole_nighttime_cnt,ft_dev_wifimac_30d_whole_nighttime_days,ft_finance_score_c_rule,ft_finance_score_e_rule,ft_gezhen_multi_loan_level,ft_gezhen_multi_loan_score,ft_gz_black_list,ft_gz_car_price,ft_gz_income_1,ft_ins_app_uninstall_category_190000,ft_lbs_same_night_stay_wifimac_cnt,ft_safe_score_c_rule,ft_safe_score_f_rule,ft_stable_imsi_changes,ft_tag_age,ft_tag_asset_management,ft_tag_banking,ft_tag_consumption_level,ft_tag_consumption_range,ft_tag_credit_card,ft_tag_education,ft_tag_gender,ft_tag_occupation_office,ft_tag_parent_0to2y,ft_tag_parent_3to6y,ft_tag_parent_k1tok6,ft_tag_parent_k7tok12,ft_tag_stock
10d2e3fce74fea60573b250e6a79b056,3,14,29,2,14,192,0,0,0,0.0000,4,38,0,0,0,0,0,0,,0,0,,0,0,1.0000,2,0,0,0,,,0,0,4,0.1414,1.2000,1,1.0000,2,0,0,2,2,0,0,2,6,0,1,2,0,2,2,0,0,0,0,1,7,0.0000,1.0000,2,0,0,0,0,0,4,1,0,6,0,0,0,2,2,0,2,6,0,0,7,2,0,2,2,1,0,1,0,,0,0,1,7,0.0000,0.0000,0.0000,21,2,8,1,,,67,102,9,13,13,4,17,2,0,2,0,2,39,5,15,54,5,12,19,86,15,,0,0,0,,0,0,1,0,0,0,545,560,none,0.4027,,,,0,2.5,545,10,2.5,18-24,0,1,2,7,0,,1,0,0,0,0,0,0
ecaf94f146616ca9dc21491f733998e9,,,,1,1,1,0,0,0,0.0000,0,0,0,0,0,0,0,0,,0,0,,0,0,1.0000,1,0,0,0,,,2,1,3,0.2020,1.2857,0,,3,0,0,2,0,0,0,4,3,0,3,0,0,5,1,2,0,2,0,2,5,0.0000,1.0000,1,0,0,0,2,1,3,0,0,3,0,0,0,2,0,0,4,4,0,0,3,0,0,5,1,2,0,2,0,,0,0,2,5,0.0000,0.0000,0.0000,21,,1,,,,3,7,0,0,1,0,1,0,0,0,0,0,3,0,0,3,0,0,3,6,0,,0,0,0,,0,0,0,0,0,0,542,560,none,0.3801,,,,0,3.0,545,10,3.0,18-24,0,1,2,8,0,,0,0,0,0,0,0,0
410f5ef5fe169a5fcece547521a9d636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,2,2.5,25-34,0,0,0,,0,,1,0,0,0,0,0,0
42a2f1f0199aeee664c735bbf8814c34,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0,0,0,0,,,1,1,2,0.0000,1.0000,1,1.0000,1,0,0,4,0,0,0,1,2,0,2,1,0,2,2,0,0,0,,2,3,0.0000,1.0000,0,0,0,0,1,1,2,1,0,1,0,0,0,4,0,0,1,2,0,0,2,1,0,2,2,0,0,0,,,0,0,2,3,0.0000,0.0000,0.0000,20,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547,555,low,0.4768,,,,,2.5,546,5,2.5,,,,,6,,,,,,,,,
beda43b3eda4d919ab3e88651bc13384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,5,,,,,,,,,,,,999,999,,2.5,,1,2.5,25-34,0,0,2,,0,,0,0,0,0,0,0,0
f0b54dbc0f6c30d53ec08395ee9d35c4,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,4,0,0,0,,,0,1,7,0.0000,1.0000,0,,2,0,0,7,0,0,0,4,3,0,6,7,0,4,2,1,0,0,0,6,4,0.0000,0.8750,4,0,0,0,1,4,8,0,0,3,0,0,0,11,1,0,4,4,0,0,7,7,0,5,3,1,0,0,0,,0,0,12,10,0.0000,0.0000,0.0000,22,,6,,,,5,6,1,1,1,0,1,1,1,1,1,2,2,1,0,2,1,1,0,3,1,,0,0,0,,0,0,1,0,0,0,553,559,none,0.3255,,,,0,2.5,546,6,2.5,18-24,1,1,2,9,0,,1,0,0,0,0,0,0
e85b8cb5466b7d265f9920e33e6ba33d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,,2.5,,0,2.5,,,,,,,,,,,,,,
8dbd7e6972076f5c622a73f08f0ed6a8,,1,,,,,,,,0.0000,,,,,,,,,,,,,,,0.0000,0,1,0,0,,,0,0,0,,,0,,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0.0000,0.0000,0,1,0,3,1,2,5,0,0,4,0,0,0,1,0,0,3,2,1,0,4,0,0,4,1,2,0,2,1,1.0000,0,0,1,5,0.0000,0.0000,0.0000,20,2,1,,,10,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,545,555,low,0.4881,,,,,2.5,546,6,3.0,25-34,0,0,1,1,0,,0,0,0,1,0,0,0
b2dffb4014a5cc4e6984dce56183329a,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,1,0,2,1,0.0000,1.0000,2,0,7,0.0000,1.0000,0,,1,0,0,8,0,0,0,5,5,0,3,3,0,7,1,0,0,0,1,3,3,1.0000,1.0000,1,0,2,1,4,0,7,0,0,8,0,0,0,9,1,0,11,9,0,0,6,7,0,14,1,0,0,0,1,1.0000,0,0,7,12,0.0000,0.0000,0.0000,10,3,6,,,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,,0,0,0,,0,0,1,0,0,0,545,550,none,0.2917,,999,999,0,2.5,546,5,2.5,25-34,1,1,2,6,1,,1,0,0,0,0,0,0
8ae2d9b749272db4fc8afbea9cc8cc28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,6,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,5,1,1,1,1,1,1,,,,,,6,999,,2.5,,1,2.5,35-44,0,1,2,,0,,1,0,0,0,0,0,0
ff4ad2598d9ad5719d438d29385f361d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,2,2.5,35-44,0,0,2,,0,,0,0,0,0,0,0,0
58e6443b230c92988b30706ecef113f3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,,2.5,,0,2.5,,,,,,,,,,,,,,
42ad1cf4b7ef4652392f814e47720259,4,5,8,1,11,93,0,0,0,0.0000,0,0,0,0,0,0,0,0,,0,0,,0,0,0.0000,0,0,0,0,,,0,0,1,0.2828,0.6000,0,,1,0,0,5,1,0,0,2,2,0,3,2,0,2,1,1,0,1,0,1,6,0.0000,0.3333,1,0,0,1,1,3,3,0,0,3,0,0,0,21,2,0,4,10,1,0,7,8,0,6,1,2,0,2,0,,0,0,3,18,0.0000,0.0000,0.0000,22,,7,,,10,34,113,5,5,25,12,37,3,0,3,1,4,22,13,6,28,13,18,23,85,19,,,,,,,,,,,,542,560,none,0.4396,,,,0,2.5,545,10,2.5,18-24,0,1,3,9,0,,1,1,0,0,0,0,0
f59a9221c1b61dc0207c91b843fd84b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,2,2.5,,0,0,2,,0,,,0,0,0,0,0,0
bb007e921ae950822223004c894e6b44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,2.5,,,,,,,,,,,,,,
ccb8c701b4f940aa31e3e056d0a8b28c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,10,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,0,0,0,0,0,,,,,,999,999,,2.5,,1,2.5,25-34,0,0,3,,1,,0,0,0,0,0,0,0
353b709382047ba691fea06ca678ed56,,,,2,12,74,0,0,0,0.0000,0,0,0,0,0,0,0,0,,0,0,,0,0,0.0000,0,0,0,0,,,0,0,1,0.0000,1.0000,0,,1,0,0,2,0,0,0,3,2,0,1,0,0,3,1,1,0,1,,1,2,0.0000,1.0000,0,0,0,0,2,0,1,0,0,1,0,0,0,4,0,0,5,2,0,0,2,1,0,7,1,2,0,2,,,0,0,2,3,0.0000,0.0000,0.0000,20,2,9,,,,30,50,1,3,6,4,10,1,0,1,0,1,16,0,11,27,1,0,15,42,1,,2,0,1,,0,0,4,2,1,1,542,560,none,0.3701,,,,0,2.5,545,10,2.5,25-34,0,0,2,8,0,,0,0,0,0,0,0,0
5a6579c050bd14d2ca7bdf01ff913f74,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,3,0,1,0,,,3,0,6,0.0832,1.0588,0,,2,0,0,6,1,0,0,5,3,0,4,3,0,7,2,2,0,1,0,5,5,0.0000,1.0000,3,0,1,0,3,0,6,1,0,2,0,0,0,7,2,0,5,4,0,0,4,4,0,7,2,2,0,1,0,,0,0,5,6,0.0000,0.0000,0.0000,21,1,6,,10,,,,,,,,,,,,,,,,,,,,,,,,5,3,5,,1,3,7,2,1,5,547,555,none,0.3154,,,,0,2.5,546,6,2.5,25-34,0,1,3,9,1,,0,0,0,0,0,0,0
bc842c75ba60ac16fdc008616306fcbe,,,,1,2,3,0,0,0,0.0000,0,0,0,0,0,0,0,0,1.0000,2,3,,0,0,1.0000,1,1,0,2,0.0000,1.0000,1,0,5,0.0000,1.0000,0,,1,0,0,3,0,0,0,2,2,0,3,1,0,3,2,2,0,1,1,3,4,0.4000,0.5000,1,4,0,5,4,2,10,2,0,5,0,0,0,9,3,0,8,7,2,0,5,6,0,12,2,10,0,4,1,1.0000,0,1,6,11,0.0000,0.0000,0.0000,2,2,6,,,10,2,5,0,1,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,3,0,0,,,,3,,,,,,,545,548,middle,0.5273,,999,999,0,2.5,536,9,3.0,25-34,1,1,3,8,0,,1,0,1,0,0,0,0
c3375f96cdaaaf7cb762fac3efdd21dd,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,1,0,0,0,,,0,0,2,0.0000,1.0000,1,1.0000,1,0,0,6,0,0,0,2,4,0,2,1,0,3,1,1,0,1,0,2,4,0.0000,1.0000,1,0,0,0,2,0,2,1,0,1,0,0,0,7,0,0,4,4,0,0,2,2,0,6,1,2,0,2,0,,0,0,2,5,0.0000,0.0000,0.0000,22,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,555,none,0.4408,,,,,2.5,546,6,2.5,18-24,0,1,3,10,0,,0,1,0,0,0,0,0
1efe787c1322f40c1ab0de958cc6c40c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,2.5,,,,,,,,,,,,,,
332a257181c9e091106ea5f764c17af1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,,2.5,,0,2.5,,,,,,,,,,,,,,
b2aad952b380a787b80984b309c8a08a,,,1,22,6,366,0,0,0,0.0000,0,0,6,76,0,0,0,0,1.0000,6,38,1.0000,6,38,1.0000,2,0,2,0,,,0,0,6,0.0000,1.0000,0,,0,0,0,3,0,0,0,3,2,0,0,2,0,4,2,1,0,1,,1,3,0.0000,0.8571,2,0,2,0,0,1,7,0,0,0,0,0,0,4,0,0,3,2,0,0,0,2,0,4,2,2,0,2,,,0,0,1,3,0.0000,0.0000,0.0000,21,,6,,,10,70,111,24,37,30,18,48,0,3,0,3,3,19,0,15,34,1,1,26,67,2,0,4,3,4,1,1,3,2,1,1,4,545,560,none,0.2685,,,,0,3.0,545,10,3.0,25-34,0,1,2,5,1,,0,1,0,0,0,0,0
706c04d5d9ced9ee1f161b1367dc2b14,,,,2,2,8,0,0,0,0.0000,0,0,0,0,0,0,0,1,,0,0,,0,0,1.0000,6,1,2,1,0.0000,1.0000,2,3,13,0.0345,0.9512,0,,3,0,0,7,0,0,0,4,5,1,5,8,0,6,3,1,0,0,1,6,9,1.0000,0.9286,6,2,2,1,2,4,14,1,0,4,0,0,0,9,0,0,6,6,1,0,6,8,0,8,4,3,0,2,1,1.0000,0,0,6,9,0.0000,1.0000,0.0000,,,,,,,5,38,0,1,5,1,6,0,0,8,0,8,4,0,0,4,0,0,2,24,0,,,,,,,,,,,,551,564,none,0.2346,,,,0,,545,10,,35-44,1,1,3,10,1,,1,1,0,1,0,0,0
bc3fe7b9380672b19104acafb94615fc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,2,2.5,18-24,0,0,3,,0,,1,0,0,0,0,0,0
c3c2d93ad0ba8379efc320f6256d90c4,,,,,,,,,,0.0000,,,,,,,,,,,,,,,0.0000,0,0,0,0,,,2,0,1,0.0000,1.0000,0,,0,0,0,5,0,0,0,6,1,0,5,2,0,7,0,0,0,0,0,3,1,0.0000,0.3333,1,0,0,0,2,1,3,0,0,1,0,0,0,17,1,0,11,5,0,0,9,6,0,14,1,7,0,4,0,,0,0,8,10,0.0000,0.0000,0.0000,21,,1,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,555,none,0.4265,,999,999,,2.5,546,5,2.5,25-34,1,0,2,7,0,,0,0,0,0,0,0,0
51085462eeeabe894de46aeb01bf74ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,,,,,,9,999,,2.5,,1,2.5,25-34,0,0,3,,0,,0,0,0,0,0,0,0
1c9b1055f7b10022f0df4a0c7ada2764,,,,11,3,42,0,0,0,0.0000,2,4,3,10,0,0,0,0,0.0000,0,0,0.0000,0,0,0.0000,0,0,0,0,,,0,0,1,0.0000,1.0000,1,1.0000,0,0,0,4,1,0,0,1,3,0,1,0,0,1,1,1,0,1,0,2,4,0.0000,1.0000,0,0,0,0,0,0,1,1,0,2,0,0,0,4,1,0,2,4,0,0,6,0,0,3,1,13,0,4,0,,0,0,3,8,0.0000,0.0000,0.0000,21,,1,,,10,5,61,0,0,9,4,13,0,0,3,2,5,0,0,5,5,0,1,17,50,1,,,,,,,,,,,,542,560,low,0.5,,,,0,2.5,545,10,3.0,45+,0,0,2,2,0,,1,0,0,0,0,0,0
4adb31dcf849ed98d7c8e13bbffb338b,,,,33,18,419,0,0,0,2.0000,0,0,18,147,0,0,0,7,1.0000,4,8,1.0000,4,8,0.0000,0,0,0,0,,,4,1,2,0.0000,1.0000,1,3.0000,2,0,0,13,0,0,0,3,4,0,1,6,0,8,2,2,0,1,0,17,6,0.0000,0.6667,1,0,0,0,6,8,3,2,0,5,0,0,0,36,0,0,7,8,0,0,4,11,0,13,2,7,0,3,0,,1,0,35,8,0.0000,0.0000,0.0000,23,2,2,,,10,100,304,14,19,60,29,89,2,2,4,3,7,56,0,25,81,0,9,61,220,10,,2,0,0,,0,0,4,2,0,0,545,560,none,0.4303,,,,0,2.5,545,10,3.0,25-34,0,0,2,10,0,,1,1,0,0,1,0,0
3b78709a428dcf0e0d3a6fbf3a36d80f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,,,,,,,,,2.5,,2,2.5,35-44,0,0,3,,0,,,0,0,0,0,0,0
00659e9697c9d32d51a2ecf967f97411,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,1,0,0,0,,,1,1,2,0.0000,1.0000,1,1.0000,2,0,0,1,1,0,0,4,3,0,1,0,0,7,1,5,0,3,0,2,10,0.0000,0.6667,1,0,0,1,3,1,3,1,0,2,0,0,0,6,1,0,8,3,0,0,2,0,0,12,1,6,0,3,0,,0,0,3,12,0.0000,0.0000,0.0000,21,2,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,555,none,0.4396,,,,,2.5,546,6,2.5,18-24,0,1,2,7,0,,1,0,0,0,0,0,0
23678eb16f14990404c868576fd7a6b9,2,,5,3,18,54,0,0,0,0.0000,15,48,0,0,0,0,0,0,,0,0,,0,0,1.0000,2,1,3,0,,,1,0,8,0.1286,1.0909,0,,2,0,0,3,1,0,0,3,2,0,0,2,0,4,2,2,0,2,0,3,6,0.0000,1.0000,2,1,3,0,2,0,8,0,0,17,0,1,0,12,1,0,7,13,0,0,5,5,0,11,2,3,0,3,0,,0,0,6,7,0.0000,0.0000,0.0000,21,,8,,,10,11,37,0,0,5,0,5,1,0,1,0,1,3,0,7,10,0,0,12,31,0,,0,0,0,,0,0,1,0,0,0,545,560,none,0.298,,,,0,2.5,545,10,3.0,25-34,0,1,3,7,1,,1,1,0,0,0,0,0
8813207043969a4017d1f52a1ce21a95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,10,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,,,,,,,,,2.5,,2,2.5,25-34,0,0,3,,0,,,0,0,0,0,0,0
9c5336222da2f2f3950a0f73a927e4e9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,,2.5,,0,2.5,,,,,,,,,,,,,,
0092ae2f006394e922ece6856e5374ef,,2,1,3,10,61,0,0,0,0.0000,6,16,0,0,0,0,0,1,,0,0,,0,0,0.3333,1,0,0,0,,,1,0,2,0.0000,1.0000,0,,1,0,0,2,1,0,0,2,2,0,0,2,0,3,1,1,0,1,0,2,4,0.0000,0.4000,3,0,0,0,1,0,5,0,0,9,0,0,0,15,1,1,3,9,0,0,12,7,0,4,1,4,0,2,0,,0,0,5,15,0.0000,0.0000,0.0000,20,,8,,,,41,261,3,4,31,23,54,0,0,46,40,86,22,0,15,37,0,2,50,138,3,0,3,0,0,2,0,0,1,1,0,0,542,560,none,0.41,,999,999,0,2.5,545,9,3.0,18-24,0,1,3,10,0,,1,1,0,0,0,0,0
0c4db0f2ce729dda178b953754ec0c25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,999,,2.5,,0,2.5,,,,,,,,,,,,,,
d79ad939421386230b8684b283e3413f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,2,2.5,35-44,0,0,0,,0,,0,0,0,0,0,0,0
aa0a96d81c0184d7300a9563102341f4,,2,,4,18,259,0,0,0,0.0000,0,0,0,0,0,0,0,17,,0,0,,0,0,1.0000,1,1,0,0,,,1,1,2,0.7071,1.5000,0,,3,0,0,11,2,0,0,2,4,0,4,2,0,3,1,5,0,3,0,4,11,0.0000,1.0000,1,1,0,0,3,1,2,0,0,6,0,0,0,16,3,0,5,9,0,0,4,3,0,8,1,8,0,4,0,,0,0,8,16,0.0000,0.0000,0.0000,22,2,8,,10,,71,285,4,8,33,16,49,0,0,2,0,2,48,3,21,69,3,10,77,258,12,,2,0,0,,0,0,2,2,0,0,542,560,none,0.4408,,,,0,2.5,545,10,3.0,25-34,0,0,3,8,0,,1,0,0,0,0,0,0
